Unit ID,School/Corporate,Staff ID,Fixed Period or Ongoing,Actual Pay,Gender,Indigenous Dsc,Age,Teaching/Non-Teaching,Length of Service (Months),Service_Years,Start_Age,Unrealistic_Service,Age Group,Tenure Group
Unit 7,School,NXY3573,Ongoing," $110,000 ",Female,Non-Indigenous,32,Teaching,27,2.25,29.75,False,30–39,2–5 yrs
Unit 7,School,JAH4983,Ongoing," $110,000 ",Female,Non-Indigenous,25,Teaching,27,2.25,22.75,False,Under 30,2–5 yrs
Unit 7,School,ALT7293,Ongoing," $66,000 ",Female,Non-Indigenous,45,Non-Teaching,27,2.25,42.75,False,40–49,2–5 yrs
Unit 7,School,ZOW2090,Ongoing," $75,000 ",Female,Non-Indigenous,40,Non-Teaching,27,2.25,37.75,False,40–49,2–5 yrs
Unit 7,School,VPG6097,Ongoing," $110,000 ",Female,Non-Indigenous,35,Teaching,27,2.25,32.75,False,30–39,2–5 yrs
Unit 7,School,ZUD4022,Ongoing," $75,000 ",Female,Indigenous,24,Non-Teaching,27,2.25,21.75,False,Under 30,2–5 yrs
Unit 7,School,UKG4529,Ongoing," $66,000 ",Female,Non-Indigenous,40,Non-Teaching,27,2.25,37.75,False,40–49,2–5 yrs
Unit 7,School,OTW2751,Ongoing," $110,000 ",Female,Non-Indigenous,60,Teaching,27,2.25,57.75,False,60 and above,2–5 yrs
Unit 7,School,OKP3546,Ongoing," $110,000 ",Female,Non-Indigenous,70,Teaching,27,2.25,67.75,False,60 and above,2–5 yrs
Unit 7,School,XGH2667,Ongoing," $110,000 ",Female,Non-Indigenous,43,Teaching,27,2.25,40.75,False,40–49,2–5 yrs
Unit 7,School,WWW2227,Fixed Period," $110,000 ",Female,Non-Indigenous,67,Teaching,27,2.25,64.75,False,60 and above,2–5 yrs
Unit 7,School,BFM3277,Ongoing," $110,000 ",Male,Non-Indigenous,48,Teaching,27,2.25,45.75,False,40–49,2–5 yrs
Unit 7,School,GWD5017,Ongoing," $160,000 ",Female,Non-Indigenous,32,Teaching,27,2.25,29.75,False,30–39,2–5 yrs
Unit 7,School,NSX4039,Ongoing," $110,000 ",Male,Non-Indigenous,27,Teaching,27,2.25,24.75,False,Under 30,2–5 yrs
Unit 7,School,GGP1687,Ongoing," $110,000 ",Female,Non-Indigenous,25,Teaching,27,2.25,22.75,False,Under 30,2–5 yrs
Unit 7,School,IWN2867,Ongoing," $110,000 ",Female,Indigenous,47,Non-Teaching,27,2.25,44.75,False,40–49,2–5 yrs
Unit 7,School,BPU6412,Ongoing," $75,000 ",Female,Indigenous,28,Non-Teaching,27,2.25,25.75,False,Under 30,2–5 yrs
Unit 7,School,VXL2853,Fixed Period," $110,000 ",Female,Non-Indigenous,34,Teaching,27,2.25,31.75,False,30–39,2–5 yrs
Unit 7,School,PLZ5600,Ongoing," $75,000 ",Male,Indigenous,21,Non-Teaching,27,2.25,18.75,False,Under 30,2–5 yrs
Unit 7,School,OUD5394,Ongoing," $110,000 ",Female,Indigenous,59,Non-Teaching,26,2.1666666666666665,56.833333333333336,False,50–59,2–5 yrs
Unit 7,School,SPT5885,Ongoing," $110,000 ",Male,Non-Indigenous,27,Teaching,27,2.25,24.75,False,Under 30,2–5 yrs
Unit 7,School,ACY6309,Fixed Period," $110,000 ",Female,Non-Indigenous,36,Teaching,26,2.1666666666666665,33.833333333333336,False,30–39,2–5 yrs
Unit 7,School,UDX6601,Ongoing," $66,000 ",Female,Non-Indigenous,22,Non-Teaching,26,2.1666666666666665,19.833333333333332,False,Under 30,2–5 yrs
Unit 7,School,VBK9232,Fixed Period," $75,000 ",Female,Indigenous,60,Non-Teaching,26,2.1666666666666665,57.833333333333336,False,60 and above,2–5 yrs
Unit 7,School,HPU5666,Fixed Period," $75,000 ",Female,Indigenous,28,Non-Teaching,26,2.1666666666666665,25.833333333333332,False,Under 30,2–5 yrs
Unit 7,School,HJN6689,Ongoing," $110,000 ",Male,Non-Indigenous,35,Teaching,26,2.1666666666666665,32.833333333333336,False,30–39,2–5 yrs
Unit 7,School,ZCI6075,Ongoing," $110,000 ",Female,Non-Indigenous,40,Teaching,24,2.0,38.0,False,40–49,2–5 yrs
Unit 7,School,UQZ4620,Ongoing," $160,000 ",Female,Non-Indigenous,38,Teaching,26,2.1666666666666665,35.833333333333336,False,30–39,2–5 yrs
Unit 7,School,RDB1852,Ongoing," $66,000 ",Female,Indigenous,37,Non-Teaching,26,2.1666666666666665,34.833333333333336,False,30–39,2–5 yrs
Unit 7,School,UBY3400,Fixed Period," $110,000 ",Female,Non-Indigenous,37,Teaching,21,1.75,35.25,False,30–39,New (<2 yrs)
Unit 7,School,KHW5720,Ongoing," $110,000 ",Female,Non-Indigenous,26,Teaching,24,2.0,24.0,False,Under 30,2–5 yrs
Unit 7,School,SMU5570,Ongoing," $110,000 ",Male,Non-Indigenous,48,Teaching,21,1.75,46.25,False,40–49,New (<2 yrs)
Unit 7,School,BOP9014,Fixed Period," $66,000 ",Female,Non-Indigenous,41,Non-Teaching,25,2.0833333333333335,38.916666666666664,False,40–49,2–5 yrs
Unit 7,School,SLK2505,Ongoing," $110,000 ",Female,Non-Indigenous,35,Teaching,24,2.0,33.0,False,30–39,2–5 yrs
Unit 7,School,YGN6459,Ongoing," $110,000 ",Female,Indigenous,36,Teaching,24,2.0,34.0,False,30–39,2–5 yrs
Unit 7,School,KJU3224,Ongoing," $160,000 ",Female,Non-Indigenous,46,Teaching,21,1.75,44.25,False,40–49,New (<2 yrs)
Unit 7,School,GRF9178,Ongoing," $110,000 ",Female,Non-Indigenous,57,Teaching,24,2.0,55.0,False,50–59,2–5 yrs
Unit 7,School,PDP3688,Ongoing," $110,000 ",Female,Non-Indigenous,45,Teaching,21,1.75,43.25,False,40–49,New (<2 yrs)
Unit 7,School,BWT7754,Fixed Period," $110,000 ",Female,Non-Indigenous,43,Teaching,24,2.0,41.0,False,40–49,2–5 yrs
Unit 7,School,VRE3393,Ongoing," $75,000 ",Female,Non-Indigenous,45,Non-Teaching,24,2.0,43.0,False,40–49,2–5 yrs
Unit 7,School,IED5412,Fixed Period," $66,000 ",Female,Non-Indigenous,51,Non-Teaching,24,2.0,49.0,False,50–59,2–5 yrs
Unit 7,School,JAI9145,Ongoing," $75,000 ",Female,Non-Indigenous,21,Non-Teaching,24,2.0,19.0,False,Under 30,2–5 yrs
Unit 7,School,AUT1363,Ongoing," $110,000 ",Female,Non-Indigenous,31,Teaching,21,1.75,29.25,False,30–39,New (<2 yrs)
Unit 7,School,KUI2470,Ongoing," $66,000 ",Female,Non-Indigenous,36,Non-Teaching,24,2.0,34.0,False,30–39,2–5 yrs
Unit 7,School,WSD8234,Fixed Period," $110,000 ",Male,Non-Indigenous,30,Teaching,21,1.75,28.25,False,30–39,New (<2 yrs)
Unit 7,School,KMQ9014,Ongoing," $110,000 ",Female,Non-Indigenous,25,Teaching,24,2.0,23.0,False,Under 30,2–5 yrs
Unit 7,School,ZLE1332,Ongoing," $110,000 ",Female,Non-Indigenous,25,Teaching,21,1.75,23.25,False,Under 30,New (<2 yrs)
Unit 7,School,SWY1866,Ongoing," $110,000 ",Female,Non-Indigenous,32,Teaching,21,1.75,30.25,False,30–39,New (<2 yrs)
Unit 7,School,LHM9375,Ongoing," $110,000 ",Female,Indigenous,46,Non-Teaching,21,1.75,44.25,False,40–49,New (<2 yrs)
Unit 7,School,DVO9889,Ongoing," $110,000 ",Female,Indigenous,34,Teaching,21,1.75,32.25,False,30–39,New (<2 yrs)
Unit 7,School,NYO4089,Ongoing," $110,000 ",Female,Non-Indigenous,35,Teaching,21,1.75,33.25,False,30–39,New (<2 yrs)
Unit 7,School,HYH3320,Fixed Period," $110,000 ",Female,Non-Indigenous,31,Teaching,21,1.75,29.25,False,30–39,New (<2 yrs)
Unit 7,School,TBN8253,Fixed Period," $110,000 ",Female,Non-Indigenous,38,Teaching,21,1.75,36.25,False,30–39,New (<2 yrs)
Unit 7,School,SBE7826,Ongoing," $75,000 ",Female,Indigenous,22,Non-Teaching,23,1.9166666666666667,20.083333333333332,False,Under 30,New (<2 yrs)
Unit 7,School,BGE8127,Fixed Period," $160,000 ",Female,Non-Indigenous,37,Teaching,21,1.75,35.25,False,30–39,New (<2 yrs)
Unit 7,School,MLM3536,Fixed Period," $110,000 ",Female,Indigenous,26,Non-Teaching,21,1.75,24.25,False,Under 30,New (<2 yrs)
Unit 7,School,XNE6866,Ongoing," $110,000 ",Female,Non-Indigenous,31,Teaching,21,1.75,29.25,False,30–39,New (<2 yrs)
Unit 7,School,OCS8238,Fixed Period," $75,000 ",Female,Non-Indigenous,43,Non-Teaching,21,1.75,41.25,False,40–49,New (<2 yrs)
Unit 7,School,SVH1891,Ongoing," $110,000 ",Male,Indigenous,33,Non-Teaching,23,1.9166666666666667,31.083333333333332,False,30–39,New (<2 yrs)
Unit 7,School,USM4864,Fixed Period," $110,000 ",Female,Indigenous,46,Non-Teaching,21,1.75,44.25,False,40–49,New (<2 yrs)
Unit 7,School,JSZ9861,Fixed Period," $160,000 ",Female,Non-Indigenous,42,Teaching,21,1.75,40.25,False,40–49,New (<2 yrs)
Unit 7,School,HQT5805,Fixed Period," $66,000 ",Female,Non-Indigenous,63,Non-Teaching,22,1.8333333333333333,61.166666666666664,False,60 and above,New (<2 yrs)
Unit 7,School,LIL9867,Ongoing," $66,000 ",Female,Non-Indigenous,45,Non-Teaching,22,1.8333333333333333,43.166666666666664,False,40–49,New (<2 yrs)
Unit 7,School,WPV6685,Ongoing," $110,000 ",Female,Indigenous,42,Non-Teaching,21,1.75,40.25,False,40–49,New (<2 yrs)
Unit 7,School,IME2429,Fixed Period," $110,000 ",Female,Non-Indigenous,28,Teaching,21,1.75,26.25,False,Under 30,New (<2 yrs)
Unit 7,School,PXX6638,Ongoing," $110,000 ",Male,Non-Indigenous,27,Teaching,21,1.75,25.25,False,Under 30,New (<2 yrs)
Unit 7,School,BCU2761,Fixed Period," $160,000 ",Female,Indigenous,24,Teaching,21,1.75,22.25,False,Under 30,New (<2 yrs)
Unit 7,School,NEI9501,Ongoing," $110,000 ",Female,Non-Indigenous,31,Teaching,21,1.75,29.25,False,30–39,New (<2 yrs)
Unit 7,School,NQU4186,Ongoing," $110,000 ",Female,Non-Indigenous,41,Teaching,21,1.75,39.25,False,40–49,New (<2 yrs)
Unit 7,School,AWP2771,Fixed Period," $110,000 ",Female,Non-Indigenous,45,Teaching,21,1.75,43.25,False,40–49,New (<2 yrs)
Unit 7,School,SMO9829,Fixed Period," $160,000 ",Male,Non-Indigenous,27,Teaching,21,1.75,25.25,False,Under 30,New (<2 yrs)
Unit 7,School,XXU1025,Ongoing," $66,000 ",Female,Non-Indigenous,40,Non-Teaching,21,1.75,38.25,False,40–49,New (<2 yrs)
Unit 7,School,YCX3063,Ongoing," $110,000 ",Female,Non-Indigenous,25,Teaching,21,1.75,23.25,False,Under 30,New (<2 yrs)
Unit 7,School,QBA9478,Ongoing," $110,000 ",Female,Non-Indigenous,29,Teaching,21,1.75,27.25,False,Under 30,New (<2 yrs)
Unit 7,School,ZAL6966,Ongoing," $66,000 ",Female,Non-Indigenous,40,Non-Teaching,22,1.8333333333333333,38.166666666666664,False,40–49,New (<2 yrs)
Unit 7,School,QKS5964,Ongoing," $110,000 ",Female,Non-Indigenous,30,Teaching,21,1.75,28.25,False,30–39,New (<2 yrs)
Unit 7,School,IWB4534,Ongoing," $75,000 ",Female,Non-Indigenous,23,Non-Teaching,21,1.75,21.25,False,Under 30,New (<2 yrs)
Unit 7,School,STH6561,Ongoing," $110,000 ",Female,Non-Indigenous,32,Teaching,21,1.75,30.25,False,30–39,New (<2 yrs)
Unit 7,School,IAH3474,Fixed Period," $110,000 ",Female,Non-Indigenous,36,Teaching,21,1.75,34.25,False,30–39,New (<2 yrs)
Unit 7,School,IBU2457,Fixed Period," $75,000 ",Female,Indigenous,22,Non-Teaching,21,1.75,20.25,False,Under 30,New (<2 yrs)
Unit 7,School,MAS1977,Ongoing," $110,000 ",Female,Non-Indigenous,24,Teaching,21,1.75,22.25,False,Under 30,New (<2 yrs)
Unit 7,School,WUX4157,Fixed Period," $110,000 ",Female,Non-Indigenous,27,Teaching,21,1.75,25.25,False,Under 30,New (<2 yrs)
Unit 7,School,SSS1977,Ongoing," $110,000 ",Male,Non-Indigenous,40,Teaching,21,1.75,38.25,False,40–49,New (<2 yrs)
Unit 7,School,MRU3774,Fixed Period," $110,000 ",Female,Non-Indigenous,27,Teaching,21,1.75,25.25,False,Under 30,New (<2 yrs)
Unit 7,School,RLG6699,Ongoing," $75,000 ",Female,Non-Indigenous,43,Non-Teaching,21,1.75,41.25,False,40–49,New (<2 yrs)
Unit 7,School,EPD1723,Ongoing," $110,000 ",Female,Non-Indigenous,40,Teaching,21,1.75,38.25,False,40–49,New (<2 yrs)
Unit 7,School,CDD8352,Fixed Period," $110,000 ",Female,Non-Indigenous,36,Teaching,21,1.75,34.25,False,30–39,New (<2 yrs)
Unit 7,School,WLB7480,Fixed Period," $110,000 ",Female,Non-Indigenous,58,Teaching,21,1.75,56.25,False,50–59,New (<2 yrs)
Unit 7,School,RHP9511,Fixed Period," $75,000 ",Male,Non-Indigenous,31,Non-Teaching,21,1.75,29.25,False,30–39,New (<2 yrs)
Unit 7,School,DXH7589,Fixed Period," $75,000 ",Female,Non-Indigenous,28,Non-Teaching,21,1.75,26.25,False,Under 30,New (<2 yrs)
Unit 7,School,NFK1309,Fixed Period," $110,000 ",Female,Non-Indigenous,22,Teaching,21,1.75,20.25,False,Under 30,New (<2 yrs)
Unit 7,School,OAT3051,Ongoing," $75,000 ",Female,Non-Indigenous,40,Non-Teaching,21,1.75,38.25,False,40–49,New (<2 yrs)
Unit 7,School,GZP3931,Fixed Period," $66,000 ",Female,Non-Indigenous,28,Non-Teaching,21,1.75,26.25,False,Under 30,New (<2 yrs)
Unit 7,School,LBL2659,Ongoing," $66,000 ",Female,Non-Indigenous,40,Non-Teaching,20,1.6666666666666667,38.333333333333336,False,40–49,New (<2 yrs)
Unit 7,School,HJX3185,Fixed Period," $110,000 ",Female,Indigenous,62,Non-Teaching,22,1.8333333333333333,60.166666666666664,False,60 and above,New (<2 yrs)
Unit 7,School,AKR7060,Ongoing," $160,000 ",Female,Non-Indigenous,56,Teaching,21,1.75,54.25,False,50–59,New (<2 yrs)
Unit 7,School,MFL9126,Fixed Period," $110,000 ",Female,Non-Indigenous,28,Teaching,20,1.6666666666666667,26.333333333333332,False,Under 30,New (<2 yrs)
Unit 7,School,DBU9711,Fixed Period," $66,000 ",Male,Non-Indigenous,23,Non-Teaching,21,1.75,21.25,False,Under 30,New (<2 yrs)
Unit 7,School,DRW1927,Ongoing," $66,000 ",Female,Non-Indigenous,70,Non-Teaching,21,1.75,68.25,False,60 and above,New (<2 yrs)
Unit 7,School,GUP5689,Fixed Period," $110,000 ",Female,Non-Indigenous,61,Teaching,20,1.6666666666666667,59.333333333333336,False,60 and above,New (<2 yrs)
Unit 7,School,DEY6828,Ongoing," $66,000 ",Female,Non-Indigenous,45,Non-Teaching,21,1.75,43.25,False,40–49,New (<2 yrs)
Unit 7,School,PVZ6175,Fixed Period," $110,000 ",Male,Non-Indigenous,33,Teaching,21,1.75,31.25,False,30–39,New (<2 yrs)
Unit 7,School,UYZ8512,Fixed Period," $110,000 ",Male,Non-Indigenous,63,Teaching,21,1.75,61.25,False,60 and above,New (<2 yrs)
Unit 7,School,QSO7752,Ongoing," $110,000 ",Female,Indigenous,52,Non-Teaching,21,1.75,50.25,False,50–59,New (<2 yrs)
Unit 7,School,GRM7799,Ongoing," $75,000 ",Female,Indigenous,30,Non-Teaching,19,1.5833333333333333,28.416666666666668,False,30–39,New (<2 yrs)
Unit 7,School,WAI7998,Ongoing," $110,000 ",Female,Non-Indigenous,47,Teaching,20,1.6666666666666667,45.333333333333336,False,40–49,New (<2 yrs)
Unit 7,School,LPY5553,Ongoing," $88,000 ",Female,Non-Indigenous,32,Non-Teaching,20,1.6666666666666667,30.333333333333332,False,30–39,New (<2 yrs)
Unit 7,School,SZJ8796,Fixed Period," $110,000 ",Female,Non-Indigenous,43,Teaching,20,1.6666666666666667,41.333333333333336,False,40–49,New (<2 yrs)
Unit 7,School,QUM5249,Fixed Period," $110,000 ",Female,Non-Indigenous,54,Teaching,20,1.6666666666666667,52.333333333333336,False,50–59,New (<2 yrs)
Unit 7,School,AGU2096,Ongoing," $75,000 ",Female,Non-Indigenous,65,Non-Teaching,19,1.5833333333333333,63.416666666666664,False,60 and above,New (<2 yrs)
Unit 7,School,SHA4624,Ongoing," $75,000 ",Female,Non-Indigenous,48,Non-Teaching,18,1.5,46.5,False,40–49,New (<2 yrs)
Unit 7,School,DBU6845,Ongoing," $75,000 ",Male,Non-Indigenous,26,Non-Teaching,19,1.5833333333333333,24.416666666666668,False,Under 30,New (<2 yrs)
Unit 7,School,KZC7521,Ongoing," $110,000 ",Male,Non-Indigenous,40,Teaching,19,1.5833333333333333,38.416666666666664,False,40–49,New (<2 yrs)
Unit 7,School,GUG5492,Ongoing," $66,000 ",Female,Non-Indigenous,50,Non-Teaching,18,1.5,48.5,False,50–59,New (<2 yrs)
Unit 7,School,UUG2072,Ongoing," $66,000 ",Female,Indigenous,47,Non-Teaching,19,1.5833333333333333,45.416666666666664,False,40–49,New (<2 yrs)
Unit 7,School,GHE8028,Fixed Period," $110,000 ",Female,Non-Indigenous,39,Teaching,18,1.5,37.5,False,30–39,New (<2 yrs)
Unit 7,School,UTL2164,Fixed Period," $95,000 ",Female,Non-Indigenous,37,Non-Teaching,18,1.5,35.5,False,30–39,New (<2 yrs)
Unit 7,School,AMM4569,Ongoing," $110,000 ",Female,Non-Indigenous,28,Teaching,18,1.5,26.5,False,Under 30,New (<2 yrs)
Unit 7,School,VFM2572,Ongoing," $110,000 ",Female,Non-Indigenous,46,Teaching,19,1.5833333333333333,44.416666666666664,False,40–49,New (<2 yrs)
Unit 7,School,XXT9750,Ongoing," $66,000 ",Female,Non-Indigenous,43,Non-Teaching,19,1.5833333333333333,41.416666666666664,False,40–49,New (<2 yrs)
Unit 7,School,RVA4611,Fixed Period," $110,000 ",Male,Non-Indigenous,45,Teaching,18,1.5,43.5,False,40–49,New (<2 yrs)
Unit 7,School,ZHF3209,Ongoing," $66,000 ",Female,Non-Indigenous,47,Non-Teaching,19,1.5833333333333333,45.416666666666664,False,40–49,New (<2 yrs)
Unit 7,School,MDD7870,Ongoing," $75,000 ",Female,Non-Indigenous,19,Non-Teaching,18,1.5,17.5,False,Under 30,New (<2 yrs)
Unit 7,School,XDU3887,Ongoing," $75,000 ",Male,Non-Indigenous,27,Non-Teaching,18,1.5,25.5,False,Under 30,New (<2 yrs)
Unit 7,School,ZXW8422,Ongoing," $110,000 ",Female,Non-Indigenous,35,Teaching,18,1.5,33.5,False,30–39,New (<2 yrs)
Unit 7,School,AIP8403,Ongoing," $110,000 ",Female,Non-Indigenous,28,Teaching,15,1.25,26.75,False,Under 30,New (<2 yrs)
Unit 7,School,VGR8674,Ongoing," $66,000 ",Female,Non-Indigenous,50,Non-Teaching,18,1.5,48.5,False,50–59,New (<2 yrs)
Unit 7,School,KLX5215,Fixed Period," $160,000 ",Female,Non-Indigenous,34,Teaching,18,1.5,32.5,False,30–39,New (<2 yrs)
Unit 7,School,DMO7327,Ongoing," $66,000 ",Female,Non-Indigenous,21,Non-Teaching,18,1.5,19.5,False,Under 30,New (<2 yrs)
Unit 7,School,WSK2774,Fixed Period," $110,000 ",Female,Non-Indigenous,24,Teaching,18,1.5,22.5,False,Under 30,New (<2 yrs)
Unit 7,School,GQF7779,Ongoing," $70,000 ",Male,Non-Indigenous,57,Non-Teaching,17,1.4166666666666667,55.583333333333336,False,50–59,New (<2 yrs)
Unit 7,School,SUS1870,Fixed Period," $110,000 ",Male,Non-Indigenous,25,Teaching,17,1.4166666666666667,23.583333333333332,False,Under 30,New (<2 yrs)
Unit 7,School,QWR4853,Fixed Period," $110,000 ",Female,Non-Indigenous,27,Teaching,17,1.4166666666666667,25.583333333333332,False,Under 30,New (<2 yrs)
Unit 7,School,PDQ1520,Fixed Period," $75,000 ",Male,Non-Indigenous,30,Non-Teaching,17,1.4166666666666667,28.583333333333332,False,30–39,New (<2 yrs)
Unit 7,School,HGG3233,Ongoing," $66,000 ",Female,Non-Indigenous,55,Non-Teaching,17,1.4166666666666667,53.583333333333336,False,50–59,New (<2 yrs)
Unit 7,School,PNQ2320,Fixed Period," $110,000 ",Female,Non-Indigenous,36,Teaching,17,1.4166666666666667,34.583333333333336,False,30–39,New (<2 yrs)
Unit 7,School,ZEM9296,Ongoing," $110,000 ",Female,Non-Indigenous,50,Teaching,17,1.4166666666666667,48.583333333333336,False,50–59,New (<2 yrs)
Unit 7,School,MIZ2229,Fixed Period," $110,000 ",Female,Non-Indigenous,49,Teaching,17,1.4166666666666667,47.583333333333336,False,40–49,New (<2 yrs)
Unit 7,School,FCH9203,Fixed Period," $75,000 ",Female,Non-Indigenous,34,Non-Teaching,15,1.25,32.75,False,30–39,New (<2 yrs)
Unit 7,School,BJJ9414,Fixed Period," $110,000 ",Female,Non-Indigenous,24,Teaching,15,1.25,22.75,False,Under 30,New (<2 yrs)
Unit 7,School,VZE7989,Ongoing," $110,000 ",Female,Non-Indigenous,39,Teaching,15,1.25,37.75,False,30–39,New (<2 yrs)
Unit 7,School,WPH2511,Ongoing," $66,000 ",Female,Non-Indigenous,21,Non-Teaching,15,1.25,19.75,False,Under 30,New (<2 yrs)
Unit 7,School,HYE2357,Ongoing," $66,000 ",Female,Non-Indigenous,20,Non-Teaching,15,1.25,18.75,False,Under 30,New (<2 yrs)
Unit 7,School,DXE3328,Fixed Period," $75,000 ",Female,Non-Indigenous,42,Non-Teaching,15,1.25,40.75,False,40–49,New (<2 yrs)
Unit 7,School,RSW5344,Ongoing," $110,000 ",Female,Non-Indigenous,35,Teaching,15,1.25,33.75,False,30–39,New (<2 yrs)
Unit 7,School,SZD8284,Ongoing," $110,000 ",Female,Non-Indigenous,27,Teaching,15,1.25,25.75,False,Under 30,New (<2 yrs)
Unit 7,School,FAV8840,Fixed Period," $110,000 ",Female,Non-Indigenous,38,Teaching,15,1.25,36.75,False,30–39,New (<2 yrs)
Unit 7,School,JGJ8004,Fixed Period," $110,000 ",Female,Non-Indigenous,31,Teaching,16,1.3333333333333333,29.666666666666668,False,30–39,New (<2 yrs)
Unit 7,School,HKI5662,Fixed Period," $110,000 ",Female,Non-Indigenous,26,Teaching,15,1.25,24.75,False,Under 30,New (<2 yrs)
Unit 7,School,ESO9037,Fixed Period," $150,000 ",Male,Non-Indigenous,35,Teaching,15,1.25,33.75,False,30–39,New (<2 yrs)
Unit 7,School,ZOR7793,Ongoing," $66,000 ",Female,Non-Indigenous,59,Non-Teaching,16,1.3333333333333333,57.666666666666664,False,50–59,New (<2 yrs)
Unit 7,School,GPC5586,Ongoing," $110,000 ",Female,Non-Indigenous,45,Teaching,15,1.25,43.75,False,40–49,New (<2 yrs)
Unit 7,School,HUT7159,Fixed Period," $110,000 ",Female,Non-Indigenous,31,Teaching,15,1.25,29.75,False,30–39,New (<2 yrs)
Unit 7,School,RNW7478,Ongoing," $110,000 ",Female,Non-Indigenous,26,Teaching,15,1.25,24.75,False,Under 30,New (<2 yrs)
Unit 7,School,TYU3140,Ongoing," $75,000 ",Female,Indigenous,29,Non-Teaching,15,1.25,27.75,False,Under 30,New (<2 yrs)
Unit 7,School,WLG3973,Fixed Period," $75,000 ",Female,Non-Indigenous,36,Non-Teaching,15,1.25,34.75,False,30–39,New (<2 yrs)
Unit 7,School,FLB4664,Fixed Period," $110,000 ",Female,Non-Indigenous,28,Teaching,15,1.25,26.75,False,Under 30,New (<2 yrs)
Unit 7,School,YAY6626,Fixed Period," $66,000 ",Female,Indigenous,53,Non-Teaching,15,1.25,51.75,False,50–59,New (<2 yrs)
Unit 7,School,REO3034,Ongoing," $66,000 ",Female,Indigenous,38,Non-Teaching,15,1.25,36.75,False,30–39,New (<2 yrs)
Unit 7,School,BBR9516,Fixed Period," $110,000 ",Female,Non-Indigenous,25,Teaching,15,1.25,23.75,False,Under 30,New (<2 yrs)
Unit 7,School,SLV6987,Fixed Period," $110,000 ",Female,Non-Indigenous,56,Teaching,15,1.25,54.75,False,50–59,New (<2 yrs)
Unit 7,School,AXK2793,Ongoing," $110,000 ",Female,Non-Indigenous,34,Teaching,15,1.25,32.75,False,30–39,New (<2 yrs)
Unit 7,School,FYY6729,Fixed Period," $110,000 ",Female,Non-Indigenous,35,Teaching,15,1.25,33.75,False,30–39,New (<2 yrs)
Unit 7,School,FZQ9873,Ongoing," $75,000 ",Male,Non-Indigenous,29,Non-Teaching,15,1.25,27.75,False,Under 30,New (<2 yrs)
Unit 7,School,PEX3563,Fixed Period," $110,000 ",Female,Non-Indigenous,42,Teaching,15,1.25,40.75,False,40–49,New (<2 yrs)
Unit 7,School,QHD5097,Fixed Period," $110,000 ",Female,Non-Indigenous,28,Teaching,15,1.25,26.75,False,Under 30,New (<2 yrs)
Unit 7,School,REK6955,Fixed Period," $110,000 ",Female,Non-Indigenous,31,Teaching,14,1.1666666666666667,29.833333333333332,False,30–39,New (<2 yrs)
Unit 7,School,FFW9055,Fixed Period," $110,000 ",Female,Non-Indigenous,29,Teaching,15,1.25,27.75,False,Under 30,New (<2 yrs)
Unit 7,School,CAW5497,Ongoing," $110,000 ",Female,Non-Indigenous,31,Teaching,14,1.1666666666666667,29.833333333333332,False,30–39,New (<2 yrs)
Unit 7,School,JYN9084,Fixed Period," $110,000 ",Female,Indigenous,43,Non-Teaching,14,1.1666666666666667,41.833333333333336,False,40–49,New (<2 yrs)
Unit 7,School,THA2355,Fixed Period," $110,000 ",Female,Non-Indigenous,34,Teaching,14,1.1666666666666667,32.833333333333336,False,30–39,New (<2 yrs)
Unit 7,School,BRM2414,Fixed Period," $110,000 ",Female,Non-Indigenous,25,Teaching,14,1.1666666666666667,23.833333333333332,False,Under 30,New (<2 yrs)
Unit 7,School,YUO7214,Fixed Period," $66,000 ",Female,Non-Indigenous,56,Non-Teaching,14,1.1666666666666667,54.833333333333336,False,50–59,New (<2 yrs)
Unit 7,School,GQC3461,Fixed Period," $66,000 ",Female,Non-Indigenous,42,Non-Teaching,13,1.0833333333333333,40.916666666666664,False,40–49,New (<2 yrs)
Unit 7,School,XGV2337,Fixed Period," $110,000 ",Female,Non-Indigenous,35,Teaching,12,1.0,34.0,False,30–39,New (<2 yrs)
Unit 7,School,UAW7801,Fixed Period," $110,000 ",Female,Non-Indigenous,48,Teaching,13,1.0833333333333333,46.916666666666664,False,40–49,New (<2 yrs)
Unit 7,School,ZKA1964,Fixed Period," $110,000 ",Female,Non-Indigenous,32,Teaching,9,0.75,31.25,False,30–39,New (<2 yrs)
Unit 7,School,GKE1949,Ongoing," $66,000 ",Female,Non-Indigenous,19,Non-Teaching,13,1.0833333333333333,17.916666666666668,False,Under 30,New (<2 yrs)
Unit 7,School,KJC3657,Ongoing," $75,000 ",Female,Non-Indigenous,60,Non-Teaching,12,1.0,59.0,False,60 and above,New (<2 yrs)
Unit 7,School,YPQ9020,Fixed Period," $110,000 ",Female,Non-Indigenous,28,Teaching,12,1.0,27.0,False,Under 30,New (<2 yrs)
Unit 7,School,OYF7462,Fixed Period," $110,000 ",Female,Non-Indigenous,37,Teaching,9,0.75,36.25,False,30–39,New (<2 yrs)
Unit 7,School,NFV3098,Fixed Period," $75,000 ",Female,Non-Indigenous,21,Non-Teaching,12,1.0,20.0,False,Under 30,New (<2 yrs)
Unit 7,School,GVG5636,Fixed Period," $110,000 ",Female,Non-Indigenous,41,Teaching,12,1.0,40.0,False,40–49,New (<2 yrs)
